2454530.79 15.776 0.010
2454538.70 15.851 0.006
2454539.75 15.904 0.007
2454540.76 15.941 0.008
2454541.83 15.958 0.007
2454543.80 16.032 0.007
2454545.82 16.100 0.009
2454552.83 16.329 0.006
2454558.76 16.498 0.010
2454560.78 16.554 0.007
2454562.79 16.582 0.010
2454568.75 16.741 0.009
2454570.76 16.784 0.008
2454571.74 16.790 0.008
2454572.77 16.816 0.009
2454573.75 16.835 0.007
2454574.72 16.848 0.008
2454576.71 16.868 0.013
2454580.74 16.984 0.008
2454587.72 17.163 0.006
2454591.69 17.282 0.007
2454595.68 17.442 0.008
2454624.62 19.229 0.018
2454628.67 19.278 0.029
2454646.63 19.666 0.029
2454653.60 19.760 0.032
2454654.62 19.825 0.038
